,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
2546,55,56.23656455056526,1.5,0.44271510723843466,239.34975125194242,1.5,0.6259862234295474,228.2488154069539,1.5,0.8782848609703803,125.52819168220279,10.0,0.16623061826206215,55.47859124787417,1.0,0.2775396460918458,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,546,911,dikesnet
2547,75,176.37709989322911,10.0,0.5859976434808511,102.89109483725557,1.0,0.7766376306606319,39.36489090750934,1.0,0.6732202251992966,44.47371135475889,1.0,0.8610427147341978,184.30694737275164,1.0,0.2346200003615037,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,547,911,dikesnet
2548,27,163.0251837257025,1.5,0.7774823910439987,221.23840801717864,1.5,0.7482957232456035,280.92657282101834,10.0,0.967457397536854,337.5037932019813,1.0,0.5786565916150401,313.0805042355762,1.5,0.24639215752059995,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,548,911,dikesnet
2549,37,55.17804839016153,1.0,0.1856229732912853,33.91448637520075,1.0,0.8720787021563998,278.67800926117,1.0,0.5246781510356728,92.45075535052635,1.0,0.14775042223059198,315.5128573638111,1.0,0.413608229412063,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,549,911,dikesnet
2550,11,161.46188302870775,1.5,0.24032011152797234,218.42258139930112,1.0,0.7774142205019696,277.20843281666555,1.0,0.3666255191240746,123.36279861791289,1.5,0.7249903969693761,275.80568602644536,1.0,0.2720861044479819,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,550,911,dikesnet
2551,84,168.99666203105602,10.0,0.8443220416474491,114.55099997167706,1.5,0.028902791904339024,235.5822737413018,10.0,0.6566526860301801,91.42153011620096,1.5,0.776967308762416,261.26864954654104,1.5,0.09444438754987042,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,551,911,dikesnet
2552,124,312.69725636879434,1.5,0.27902689546978804,219.3130350866333,10.0,0.3912886856177725,207.1385020154715,10.0,0.8811542660743052,149.29825580067435,1.0,0.14269116127236212,236.41661275642718,10.0,0.21470393970541876,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,552,911,dikesnet
2553,101,138.08937307998463,1.0,0.6238012240757458,326.7786145967931,10.0,0.893373562470848,109.86010639403227,1.5,0.3430133933144143,66.42997211786037,1.0,0.1984346720577831,208.0234875699765,1.5,0.34468896774665286,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,553,911,dikesnet
2554,117,185.77595474631056,10.0,0.525886868401184,234.41788578204054,10.0,0.2587385535144799,33.27115464917937,10.0,0.3349024124434205,177.02363133942583,1.0,0.2933606039534397,295.0394396097413,1.0,0.9230272735611823,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,554,911,dikesnet
2555,16,209.61121635975724,1.5,0.6118817926123495,297.1965811422422,1.0,0.5061980439667709,264.1708506362605,1.5,0.054492187479696336,63.948540081810485,1.0,0.49768602529359596,103.58599108567482,10.0,0.7285773127564767,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,555,911,dikesnet
2556,95,320.3130502670584,1.5,0.008980958659923908,116.68515943123111,1.0,0.4793966161893219,137.82814676778742,10.0,0.5179779920081187,75.79973764208606,10.0,0.3137761722916355,145.52069499649872,1.5,0.08888912431121891,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,556,911,dikesnet
2557,116,294.2948701583945,1.5,0.5589625096553822,273.269037086716,1.5,0.15349221630644905,195.8664152821868,10.0,0.7227673799805859,113.65907732116136,1.5,0.38043380652214737,235.29648415090932,1.5,0.6762629460754217,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,557,911,dikesnet
2558,116,327.6012047501091,1.5,0.5337855603309516,85.88163996367716,1.0,0.2673338492642171,233.2547779679527,1.0,0.9896858085058938,210.83793266000114,10.0,0.7897777744254573,347.48216467296425,10.0,0.8776080456859928,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,558,911,dikesnet
2559,32,99.10498835107991,1.5,0.7629925935315651,150.29376968393038,10.0,0.6224436916796403,180.52774051571328,1.5,0.40847109720792724,220.33724622124652,10.0,0.20848182152840736,51.86344582006477,10.0,0.8299392330529045,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,559,911,dikesnet
2560,52,251.18914254440298,1.5,0.16209414898221575,51.886653089258395,10.0,0.9219755066734084,250.8100889710425,1.0,0.8659853062302577,174.64136418936252,1.5,0.6327096738208089,223.57465391558858,1.5,0.9723618883438642,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,560,911,dikesnet
2561,18,136.77890867623134,1.0,0.9079811698018725,252.28852635258914,1.0,0.2893523172933441,68.61672758532704,1.0,0.3095740441492505,129.2191759253428,10.0,0.2912080723571839,178.2003422800982,10.0,0.3419588070816218,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,561,911,dikesnet
2562,101,215.19249293188633,1.5,0.9017177000027554,104.28311288684287,10.0,0.9767140257594795,66.60957436994849,1.5,0.45654148474237854,95.04522491487131,10.0,0.8410575719604206,146.6879470532583,1.0,0.6217060942242842,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,562,911,dikesnet
2563,37,115.08256597315678,1.0,0.4668331361746982,326.53747410636754,1.0,0.6311016845922629,240.93864299876938,1.0,0.6456887036745252,257.61757351446545,1.5,0.2011159910152557,33.793555307702775,1.5,0.774276730177724,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,563,911,dikesnet
2564,44,220.59539358875796,10.0,0.41539501951230395,349.9144968146526,10.0,0.8446738085831902,49.676986729150315,10.0,0.3415115598510516,111.43855816061632,10.0,0.7464956567843473,44.6882333525733,1.5,0.2992400269748833,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,564,911,dikesnet
2565,55,140.38670713160784,1.5,0.9152356600445776,99.91590035954873,1.5,0.7402424645802725,203.15393268174404,1.0,0.16239038028252734,314.3350987625892,1.0,0.09590230077404177,83.03615538518108,1.0,0.33845533197937894,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,565,911,dikesnet
2566,111,139.71705446726924,10.0,0.5209560475923113,218.70336091503006,10.0,0.7046211672138831,62.656918710890864,10.0,0.44526490096687,72.51435949064776,10.0,0.36525983347035357,128.38078743640875,10.0,0.04227836220497164,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,566,911,dikesnet
2567,16,166.46023744781183,10.0,0.07385231680679999,296.8430909005191,10.0,0.896177870457492,261.9792463822562,1.0,0.04667357128643186,109.7586436322955,10.0,0.5412712318685684,64.70067664368185,1.0,0.5681020008402428,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,567,911,dikesnet
2568,110,96.28050224335368,1.5,0.9849345405889082,164.5564124101593,1.0,0.011810550954743763,33.642933006681574,10.0,0.14454971850556447,285.69633231678864,1.5,0.27241678736015956,294.7719457756836,1.5,0.5474845829293881,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,568,911,dikesnet
2569,82,42.21276987778143,1.5,0.44674114901337947,345.8334579727368,1.5,0.032035953720919746,301.8028595095015,10.0,0.248202626137041,332.37769713945784,1.0,0.7933201893362818,77.34699102932201,1.5,0.6046030330226053,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,569,911,dikesnet
2570,48,60.91053144061716,10.0,0.1726765819363451,244.8842299216125,1.5,0.4110850421512251,219.44818686391847,10.0,0.3152278147039308,215.75783121621237,1.5,0.7232899739592696,73.49968436794308,1.5,0.8768606545953264,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,570,911,dikesnet
2571,25,276.011192253506,10.0,0.23534290225035884,165.27186391055858,1.0,0.01993879947188131,119.58001190284178,1.5,0.19104732884038458,253.95447115006618,1.5,0.43063499526457777,207.7787554397869,10.0,0.10819791485323516,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,571,911,dikesnet
2572,38,220.777770358875,10.0,0.9662853611662403,125.07150482875176,10.0,0.2168541569015414,296.14711129380726,1.0,0.9289803991824659,240.94516093397425,10.0,0.07742286788908763,105.09405644289063,1.5,0.007395414659094372,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,572,911,dikesnet
2573,59,256.4606392084642,10.0,0.49828151607221055,260.80758436940096,1.0,0.44798994671173464,200.22366266930464,1.5,0.9002825033244819,211.88992826774756,10.0,0.6855706710737235,304.72385242525866,1.5,0.6627706528151307,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,573,911,dikesnet
2574,84,58.266284742944414,10.0,0.7925590261599099,183.97513632572247,1.5,0.083059693832115,73.97831751398857,1.5,0.7701527629807102,82.91808910780337,1.5,0.5647954546780236,181.95377091756123,1.0,0.8714531814751054,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,574,911,dikesnet
2575,123,78.02974390069969,10.0,0.8563347025057958,78.25494048541879,1.5,0.06881813157754428,298.3604071991242,1.0,0.8217896890310797,347.11864597189526,10.0,0.036979647580758536,312.57398288028764,1.5,0.5118000918387202,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,575,911,dikesnet
2576,128,271.1615451077753,1.0,0.5619086945345251,50.757698668593676,1.5,0.9319185734697649,46.38284633297565,10.0,0.3265389868778355,290.4758838444906,1.0,0.4980341331345121,171.0947962416407,1.0,0.9515902570935112,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,576,911,dikesnet
2577,7,339.9577464190406,10.0,0.26497503946598694,264.3329619246321,1.5,0.4183345638344775,36.22037148977636,1.5,0.15724143655226785,173.2658757658471,1.0,0.5801781648775074,288.16004605882597,10.0,0.9071252504739681,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,577,911,dikesnet
2578,12,149.4015560525781,1.0,0.9837363762243286,247.84000686299098,1.5,0.02648784304743283,51.51249365088263,1.5,0.8254299709608813,59.00906037112854,1.5,0.6270660695213021,309.84339813684545,10.0,0.4976348154853113,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,578,911,dikesnet
2579,94,278.8997205176573,10.0,0.3193827722874349,186.45464113991022,10.0,0.5573019726470134,182.10753295652918,1.0,0.9416022603232023,295.76044936889997,1.5,0.32817474204833885,62.60498018660773,1.0,0.8664670556061055,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,579,911,dikesnet
2580,7,211.4360630623581,1.5,0.335988855201033,35.999267266465,1.5,0.09107345747136657,308.3043971529468,10.0,0.4540038812756756,131.45609043126865,1.0,0.258934499666647,278.52329970166755,1.0,0.25934699681324513,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,580,911,dikesnet
2581,43,75.40941992251705,1.5,0.5818926785022064,179.0141861101122,1.5,0.54319612659098,349.7428566065667,1.0,0.8968520715525333,201.94674420236592,1.5,0.9719096543736171,231.2418555821276,10.0,0.6695617880088597,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,581,911,dikesnet
2582,97,265.71899165208305,1.5,0.10597424609773695,241.74266068595867,1.0,0.830944713457082,307.236658153015,1.0,0.17251833932830568,54.76192794971367,10.0,0.8941114300569655,241.22549555987518,1.5,0.32774787772322733,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,582,911,dikesnet
2583,114,101.7918636975723,10.0,0.8356124908317932,88.93717957486993,1.0,0.14338077017725848,210.4728186980822,1.5,0.3219840292573102,117.4459033891834,1.5,0.009791882516500318,255.41838016238418,1.0,0.7253883041763856,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,583,911,dikesnet
2584,47,101.17008750184227,1.5,0.5027186896783077,95.75903206255917,1.5,0.9556160777723541,193.9771556093905,1.5,0.7545876018303184,161.9395943177264,1.5,0.9828549981599494,40.16596208570854,1.5,0.12546312226860118,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,584,911,dikesnet
2585,97,31.64796681672887,1.5,0.812793150826313,248.39477459303674,10.0,0.23106030259187954,256.78799668240686,10.0,0.5621988210629956,248.1840181290039,1.5,0.19535786532021987,310.49746624320557,1.5,0.535515073971967,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,585,911,dikesnet
2586,65,199.6829613742999,1.0,0.24309251380293115,215.42678885049324,1.5,0.2728679547350261,107.94160322985648,1.0,0.5828455724028458,70.2833096797649,1.0,0.3987257824274591,89.57023272872128,10.0,0.9833588096099368,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,586,911,dikesnet
2587,23,198.79171204826616,10.0,0.9960801050197676,205.8147105090422,10.0,0.9488439095349609,281.74924819514035,1.0,0.7284107954976796,142.37205208308575,10.0,0.43920643472146825,88.77307387159092,1.0,0.7821761928449203,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,587,911,dikesnet
2588,43,70.10818546748578,1.5,0.5110788333174426,155.25389728943856,1.5,0.5569070513475801,57.967838564484715,10.0,0.040025093931852336,291.2484609107271,1.0,0.4433184091413704,203.5076525590427,10.0,0.4381459536734921,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,588,911,dikesnet
2589,131,87.76628166071514,1.0,0.4697754309740402,257.24240408345014,1.5,0.891017955455315,49.26971654032906,10.0,0.855472243371575,311.8173817466321,10.0,0.6895375622487036,110.07660416130085,10.0,0.5615528145443818,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,589,911,dikesnet
2590,40,203.39065723071536,10.0,0.18737531285317546,132.1191884118131,1.0,0.29764211949799324,31.58850739119249,1.5,0.8085831995417718,248.46570402005938,1.0,0.14451922381824728,63.53749070875492,10.0,0.8965274462224803,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,590,911,dikesnet
2591,89,223.19738987392267,10.0,0.22010687692559977,215.6901244460576,1.5,0.9547088828269472,337.10297722137454,1.5,0.2818991342045156,184.56345530662801,1.0,0.8763812017200836,330.94258553306395,10.0,0.57947438169785,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,591,911,dikesnet
2592,63,112.53893196313476,1.0,0.7065208663799043,279.9469011808123,1.5,0.6712415050660175,245.29372412968598,10.0,0.18406030573565313,159.2914362433697,1.5,0.1345009912862987,160.87450422513263,1.5,0.08126261994387447,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,592,911,dikesnet
2593,10,229.37437716758416,1.0,0.6944177709805809,183.24101370877847,1.5,0.6678391937789138,184.3900682082583,1.0,0.08674421511617283,167.91061248685673,1.0,0.6280467829455132,161.95868202708456,1.0,0.17864281770519008,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,593,911,dikesnet
2594,98,289.65977930329416,1.5,0.6196257284117987,53.2945673602112,1.5,0.9628546366540504,282.57283530172117,10.0,0.421484226769624,252.4746183663686,1.0,0.016916856349011813,294.4569478864999,10.0,0.40418587123166205,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,594,911,dikesnet
2595,34,309.94505440201846,1.5,0.08271571996137074,258.68982706688325,10.0,0.12120934519323623,287.99222870118905,10.0,0.4105906607014028,318.91476303065764,1.0,0.5694641215696747,128.72222034042278,10.0,0.6245866278283951,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,595,911,dikesnet
2596,45,107.15100209998224,1.5,0.45796434041292666,276.71362178318236,1.5,0.9522694497759113,253.50215324309548,10.0,0.3146127276940978,141.558806701714,1.5,0.20970689314578042,69.0199893851892,1.0,0.18316171018212155,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,596,911,dikesnet
2597,48,90.21633089628406,1.5,0.23076812411887215,319.4550233492855,1.0,0.8496666060972264,315.6229118347885,1.0,0.6479694192863336,233.55261524603537,1.0,0.4953226720659247,166.70234764372464,1.0,0.2015875159384337,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,597,911,dikesnet
2598,91,194.62391880096718,1.5,0.8969718790354193,200.5616831995518,1.0,0.30612857517333614,131.5869385179119,1.0,0.4942201952341941,94.24051401613434,1.5,0.06146928874847466,138.2925075233887,1.0,0.4558984520481292,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,598,911,dikesnet
2599,34,151.17811169704123,10.0,0.39685325247363007,167.1186005006316,1.5,0.5807445825512386,181.95839281142162,10.0,0.9877137165890869,166.0913674849168,1.0,0.7603348405201147,67.59071425621045,10.0,0.8976645500284253,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,599,911,dikesnet
2600,42,185.97661661757314,1.0,0.3837665610977887,162.27048475684785,1.5,0.6785190742131543,76.57873055957977,1.0,0.23046017948940942,330.68862311093255,10.0,0.10259418022367402,85.5506206442132,1.5,0.19354179537964447,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,600,911,dikesnet
2601,45,195.48651914882697,1.0,0.9628227985554789,255.49663460890486,1.5,0.9331904486786343,226.95624027512264,1.5,0.8956130116666148,207.65151019050253,1.0,0.7995112815042289,145.86982160093015,10.0,0.44053638424845826,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,601,911,dikesnet
2602,8,135.38282456240813,1.5,0.7171379600551133,48.84124606921159,1.5,0.1141217220131718,103.49990410702391,1.0,0.5313269976326666,291.4612846242481,10.0,0.2881141190822561,299.9026593442931,1.0,0.532963302847237,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,602,911,dikesnet
2603,53,193.8193416827125,10.0,0.9534821748734973,308.44707563303353,10.0,0.7372377969841971,290.9874443546156,1.0,0.5643341064379738,75.51868361471637,10.0,0.05187068634541201,212.9823061191268,1.0,0.38721388278465524,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,603,911,dikesnet
2604,35,168.79584478747552,1.5,0.7037992405822351,42.75469585039749,1.0,0.5928664844554716,142.15646562373985,1.0,0.09242771436122753,97.22001439969932,1.0,0.39667610406688314,288.3995733569163,1.5,0.7786756594352382,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,604,911,dikesnet
2605,32,87.43371270953276,1.5,0.4624804466801127,300.20458618660194,1.0,0.5885521408248672,287.8700493507515,10.0,0.05019258808192126,289.82318466581603,10.0,0.7545998057448039,189.5843779754471,1.0,0.5868322839513958,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,605,911,dikesnet
2606,124,219.88461387265323,1.0,0.4359826131332072,166.60494271896567,10.0,0.9135309819777978,63.900184429787686,10.0,0.018994311332532276,86.00339736631545,1.0,0.6692768356912538,272.447450625142,1.5,0.9974725729770417,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,606,911,dikesnet
2607,71,125.69474431409411,1.5,0.2322894202188439,76.22614770552927,1.0,0.25309293625598445,220.8265939105815,1.5,0.2717188678376189,275.0478096146213,10.0,0.6304532969133954,48.819371123760135,10.0,0.15304314724551685,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,607,911,dikesnet
2608,36,263.7979363319348,1.5,0.02758136633786675,319.9218967769442,10.0,0.33480248908407245,344.9335259445291,1.5,0.4606900115247082,189.72462499049544,1.0,0.8921154118687454,86.04305820902884,1.5,0.6646960406863719,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,608,911,dikesnet
2609,50,242.7950587606058,10.0,0.5316344895273536,258.24285196535186,10.0,0.4967752163976827,329.24777079846206,1.0,0.9455541867543437,44.0057179410245,1.0,0.0021649985883201695,232.1366811554081,1.0,0.41028003492602005,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,609,911,dikesnet
2610,83,228.84745050666297,1.0,0.6353764401626343,222.29208526579714,1.0,0.2469855373313924,323.57425511730236,1.0,0.5787089165567939,177.32609499988504,1.5,0.9328859255826782,78.34171137883345,10.0,0.7843051040325392,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,610,911,dikesnet
2611,56,150.32670460019477,10.0,0.08141460049681692,43.55745724988374,1.0,0.275749795803122,227.4606454932,1.0,0.30788345855535604,227.15513819032026,1.0,0.5769081820834565,275.35239380926384,1.0,0.16831267196116476,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,611,911,dikesnet
2612,21,296.7628136581469,10.0,0.4125073411804825,290.2976562050467,1.5,0.035638961600013286,172.15255572526797,1.0,0.2910944647969303,172.61842600006028,1.5,0.041331030140044446,115.34509700669071,10.0,0.2339768256470034,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,612,911,dikesnet
2613,37,43.2428108512989,10.0,0.02300206602586886,302.92810766906246,1.0,0.9642310911415625,256.03326101321215,10.0,0.02423321803858623,52.32887970758036,10.0,0.39402890047150235,310.8705371537251,1.5,0.6954958400843485,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,613,911,dikesnet
2614,125,335.3525929268725,10.0,0.041819206159283244,73.80864674906846,1.0,0.15593258938997298,53.34666880070753,1.5,0.6313559868158014,297.6829102197563,1.0,0.8132844019248598,160.09894181336304,1.0,0.1495070514939978,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,2,0,1,0,3,4,0,0,614,911,dikesnet
